/SiMCosta RJ-2
/latitude = -22.93198
/longitude = -43.14788
/depth = 15
/L1 data 
/missing = NULL
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br), Universidade Federal do Rio Grande - FURG./Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW
/Anemometer measuring height: 3.0m


/Parameters:
/Avg_Air_Press: Average Air Pressure (mbar)
/Avg_Wnd_Sp: Wind Speed (m/s)
/Avg_Hmt: Average Humidity Point (%)
/Avg_Air_Tmp: Average Air Temperature (°C)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
/Avg_Wnd_Dir_N: Wind Direction, true north reference (°)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Wnd_Sp,Avg_Hmt,Avg_Air_Tmp,Avg_Sol_Rad,Avg_Wnd_Dir_N
2015,10,14,21,25,0,1015.49,NULL,89.9,23.4,43.38,NULL
2015,10,14,21,55,0,1015.2,1.2,88.4,23.5,40.81,87.427
2015,10,14,22,25,0,1015.08,NULL,88.3,23.5,40.98,NULL
2015,10,14,22,55,0,1014.99,1.9,88.9,23.6,41.88,323.427
2015,10,14,23,25,0,1014.98,NULL,86.6,23.9,41.9,NULL
2015,10,14,23,55,0,1015.01,NULL,86.6,24.1,41.32,NULL
2015,10,15,0,25,0,1014.96,3.7,87.1,24.2,42.56,339.427
2015,10,15,0,55,0,1014.78,3.9,88.2,24.3,41.96,339.427
2015,10,15,1,25,0,1014.65,3.7,86.8,24.4,41.07,325.427
2015,10,15,1,55,0,1014.4,3.7,85.9,24.6,40.69,335.427
2015,10,15,2,25,0,1013.94,NULL,87.8,24.3,40.68,NULL
2015,10,15,2,55,0,1013.6,3.7,88.3,24.3,40.48,351.427
2015,10,15,3,25,0,1013.39,NULL,89.1,24.1,40.74,NULL
2015,10,15,3,55,0,1013.09,NULL,88,23.9,40.55,NULL
2015,10,15,4,25,0,1012.86,1.4,88,23.6,41.06,39.427
2015,10,15,4,55,0,1012.39,2,87.8,23.4,41.3,57.427
2015,10,15,5,25,0,1011.97,1.9,87.1,23.6,41.19,46.427
2015,10,15,5,55,0,1011.65,NULL,89,23.5,41.88,NULL
2015,10,15,6,25,0,1011.53,1.7,89.8,23.3,41.71,61.427
2015,10,15,6,55,0,1011.82,NULL,90,23.3,41.17,NULL
2015,10,15,7,25,0,1011.96,1.8,90.6,23.2,41.91,14.427
2015,10,15,7,55,0,1012.27,2,90.2,23.1,41.39,350.427
2015,10,15,8,25,0,1012.34,NULL,88.8,23.2,41.92,NULL
2015,10,15,8,55,0,1012.46,NULL,87.8,23.3,59.34,NULL
2015,10,15,9,25,0,1012.82,NULL,86.9,23.5,143.26,NULL
2015,10,15,9,55,0,1013.27,NULL,86.2,23.8,274.34,NULL
2015,10,15,10,25,0,1013.36,NULL,87.1,23.9,380.46,NULL
2015,10,15,10,55,0,1013.25,3.1,87.3,24.1,500.48,339.427
2015,10,15,11,25,0,1013.36,4.3,87,24.4,583.67,341.427
2015,10,15,11,55,0,1013.45,3.7,87.2,24.6,683.63,345.427
2015,10,15,12,25,0,1013.58,4.2,86.5,24.7,774.34,349.427
2015,10,15,12,55,0,1013.36,4.3,85.3,25.2,890.16,6.427
2015,10,15,13,25,0,1013.06,4,84,25.8,955.81,7.427
2015,10,15,13,55,0,1012.49,4.5,70.7,27.6,1004.83,20.427
2015,10,15,14,25,0,1011.97,3.9,67.1,28.4,1026.38,10.427
2015,10,15,14,55,0,1011.61,3.9,63.6,29.5,1036.28,12.427
2015,10,15,15,25,0,1011.41,3.2,62,30.3,116.51,16.427
2015,10,15,15,55,0,1010.99,1.9,67.3,30,242.15,176.427
2015,10,15,16,25,0,1010.44,NULL,83.5,26.3,594.96,NULL
2015,10,15,16,55,0,1010.17,6.8,79.1,26.4,846.69,154.427
2015,10,15,17,25,0,1009.93,NULL,75,26.9,827.98,NULL
2015,10,15,17,55,0,1009.61,NULL,67.7,28,713.81,NULL
2015,10,15,18,25,0,1009.08,5.9,64.2,28.4,438.8,179.427
2015,10,15,18,55,0,1008.96,5.8,57.3,30,525.48,176.427
2015,10,15,19,25,0,1008.98,NULL,54.1,31,391.69,NULL
2015,10,15,19,55,0,1009.19,4.7,59.8,30.6,266.28,176.427
2015,10,15,20,25,0,1009.34,4.5,63.4,29.6,134.8,180.427
2015,10,15,20,55,0,1009.68,NULL,60.6,30.2,66.53,NULL
2015,10,15,21,25,0,1010.1,1.8,60,30,41.01,219.427
2015,10,15,21,55,0,1010.53,NULL,66.4,28.9,39.47,NULL
2015,10,15,22,25,0,1010.7,NULL,73.8,28,39.9,NULL
2015,10,15,22,55,0,1010.9,NULL,77.4,27.5,39.29,NULL
2015,10,15,23,25,0,1011.14,0.3,67.8,27.7,39.09,49.427
2015,10,15,23,55,0,1011.44,NULL,61.7,29.3,38.77,NULL
2015,10,16,0,25,0,1011.79,1,62.9,29.3,38.67,274.427
2015,10,16,0,55,0,1011.94,0.4,59.8,30.1,38.37,295.427
2015,10,16,1,25,0,1012.01,NULL,66.3,28.8,38.54,NULL
2015,10,16,1,55,0,1011.83,NULL,76.5,27.8,39.24,NULL
2015,10,16,2,25,0,1011.63,NULL,69.2,28.4,38.88,NULL
2015,10,16,2,55,0,1011.45,NULL,69,28.6,38.84,NULL
2015,10,16,3,25,0,1011.2,NULL,73.2,27.7,39.49,NULL
2015,10,16,3,55,0,1011.06,NULL,80,26.8,39.59,NULL
2015,10,16,4,25,0,1010.81,NULL,85.3,26.1,40.08,NULL
2015,10,16,4,55,0,1010.39,NULL,82.7,26,40.86,NULL
2015,10,16,5,25,0,1010.2,3.7,76.7,26.5,39.72,341.427
2015,10,16,5,55,0,1010.06,3.7,71.8,26.9,38.84,343.427
2015,10,16,6,25,0,1010.05,NULL,76.8,26.2,39.17,NULL
2015,10,16,6,55,0,1010.3,NULL,75,26.6,38.84,NULL
2015,10,16,7,25,0,1010.6,NULL,83.5,25.7,40.27,NULL
2015,10,16,7,55,0,1010.85,4.6,82.4,25.8,40.61,46.427
2015,10,16,8,25,0,1011.14,NULL,78,25.8,40.07,NULL
2015,10,16,8,55,0,1011.6,NULL,77.5,25.8,57.16,NULL
2015,10,16,9,25,0,1011.91,3.4,84.6,25.8,82.68,354.427
2015,10,16,9,55,0,1012.05,NULL,80.8,25.6,128.73,NULL
2015,10,16,10,25,0,1012.25,NULL,70.2,26.9,128.74,NULL
2015,10,16,10,55,0,1012.39,3.1,72.6,27.2,243.15,2.427
2015,10,16,11,25,0,1012.5,4.2,80.3,26.8,591.12,2.427
2015,10,16,11,55,0,1012.5,4,68,28.2,740.46,19.427
2015,10,16,12,25,0,1012.5,4,65.3,29.2,753.43,14.427
2015,10,16,12,55,0,1012.5,3.8,76,28.4,870.14,1.427
2015,10,16,13,25,0,1012.26,4,62.7,29.9,947.01,13.427
2015,10,16,13,55,0,1012.04,3.3,60.1,30.9,949.34,19.427
2015,10,16,14,25,0,1011.98,3.3,58.4,31.1,988.01,11.427
2015,10,16,14,55,0,1011.68,3.6,45.9,33.4,1001.54,17.427
2015,10,16,15,25,0,1011.33,2.5,40.6,34.8,455.43,30.427
2015,10,16,15,55,0,1010.97,NULL,75,28.7,207.34,NULL
2015,10,16,16,25,0,1010.97,NULL,74.2,27.3,899.92,NULL
2015,10,16,16,55,0,1011.12,5.5,74.1,27.4,759.52,158.427
2015,10,16,17,25,0,1011.26,8.3,63,28.4,745.53,162.427
2015,10,16,17,55,0,1011.01,NULL,83.8,26.3,593.58,NULL
2015,10,16,18,25,0,1011.04,8,78.3,26.6,564.5,156.427
2015,10,16,18,55,0,1010.92,NULL,40.6,31.6,429.96,NULL
2015,10,16,19,25,0,1010.82,NULL,44.8,31,348.34,NULL
2015,10,16,19,55,0,1011.41,7.1,58.6,29.5,154.78,206.427
2015,10,16,20,25,0,1012.33,NULL,64.9,28.5,112.68,NULL
2015,10,16,20,55,0,1012.76,NULL,68.5,27.9,81.22,NULL
2015,10,16,21,25,0,1013.35,4.7,70.4,27.7,41.85,188.427
2015,10,16,21,55,0,1013.94,NULL,69.4,27.5,41.14,NULL
2015,10,16,22,25,0,1014.36,NULL,69.3,27.6,40.94,NULL
2015,10,16,23,25,0,1014.9,3.2,72.3,27.1,40.54,193.427
2015,10,16,23,55,0,1015.4,NULL,76.3,26.5,42.58,NULL
2015,10,17,0,25,0,1015.63,NULL,73.5,26.6,43.11,NULL
2015,10,17,0,55,0,1015.77,0.6,74.3,26.8,43.12,227.427
2015,10,17,1,55,0,1016.03,NULL,76.3,26.4,42.5,NULL
2015,10,17,2,25,0,1015.75,NULL,78.1,26.1,43.1,NULL
2015,10,17,2,55,0,1015.72,NULL,80.5,25.7,43.42,NULL
2015,10,17,3,25,0,1015.48,NULL,81.5,25.4,43.12,NULL
2015,10,17,3,55,0,1015.25,NULL,81.5,25.3,43.66,NULL
2015,10,17,4,25,0,1014.74,NULL,82.2,25.2,43.85,NULL
2015,10,17,4,55,0,1013.93,4,83,25.2,43.52,336.427
2015,10,17,5,25,0,1014.3,2.7,80.8,25.5,42.91,290.427
2015,10,17,5,55,0,1014.21,NULL,82.8,24.8,43.65,NULL
2015,10,17,6,25,0,1014.53,0.7,86.5,24.3,44.24,351.427
2015,10,17,6,55,0,1014.75,NULL,85.7,24.4,44.13,NULL
2015,10,17,7,25,0,1015.11,1.5,79.8,25.1,42.94,192.427
2015,10,17,7,55,0,1015.52,NULL,79.9,25.1,42.92,NULL
2015,10,17,8,25,0,1016.12,NULL,82.7,25,42.85,NULL
2015,10,17,8,55,0,1016.68,6.9,87.4,24.1,45.82,211.427
2015,10,17,9,25,0,1017.08,NULL,87.6,23.9,49.94,NULL
2015,10,17,9,55,0,1017.6,NULL,89.6,23.8,62.39,NULL
2015,10,17,10,25,0,1018.06,3.7,86.7,24,56.06,209.427
2015,10,17,10,55,0,1018.41,NULL,86.2,24.1,104.18,NULL
2015,10,17,11,25,0,1018.78,3.1,85.1,24.2,130.77,200.427
2015,10,17,11,55,0,1019.01,3.4,84.2,24.2,171.65,213.427
2015,10,17,12,25,0,1018.91,4.6,82.2,24.5,278.01,208.427
2015,10,17,12,55,0,1018.7,4.8,80.5,24.8,832.55,190.427
2015,10,17,13,25,0,1018.5,5.1,81,24.9,881.87,176.427
2015,10,17,13,55,0,1018.18,6.7,83.7,24.6,722.19,190.427
2015,10,17,14,25,0,1017.92,7.1,81.3,24.9,966.5,177.427
2015,10,17,14,55,0,1017.45,7.1,85.6,24.7,969.83,179.427
2015,10,17,15,25,0,1017.08,8.2,79.6,24.8,791.73,177.427
2015,10,17,15,55,0,1016.75,NULL,79.3,24.8,939.65,NULL
2015,10,17,16,25,0,1016.38,NULL,78.3,24.9,877.89,NULL
2015,10,17,16,55,0,1016.07,NULL,79.8,24.8,835.35,NULL
2015,10,17,17,25,0,1015.81,8.1,84.5,24.3,752.86,179.427
2015,10,17,17,55,0,1015.76,8.3,89.5,23.9,652.59,179.427
2015,10,17,18,25,0,1015.91,7.8,88.2,23.8,566.97,180.427
2015,10,17,18,55,0,1016.03,7.5,87.3,23.9,483.95,185.427
2015,10,17,19,25,0,1016.41,7.4,86.2,24,268.98,190.427
2015,10,17,19,55,0,1016.75,NULL,89,23.6,95.91,NULL
2015,10,17,20,25,0,1017.26,NULL,90.3,23.5,70.44,NULL
2015,10,17,20,55,0,124.84,NULL,NULL,NULL,NULL,NULL
2015,10,17,21,25,0,1017.77,NULL,87.3,23.3,44.97,NULL
2015,10,17,21,55,0,1018.46,7.3,87.3,23.3,44.88,161.427
2015,10,17,22,25,0,127.18,NULL,NULL,NULL,NULL,NULL
2015,10,17,22,55,0,1019.54,6.9,86.8,23.1,44.91,164.427
2015,10,17,23,25,0,1020.01,NULL,82.9,23.3,44.15,NULL
2015,10,17,23,55,0,1020.39,NULL,84.1,23.3,43.5,NULL
2015,10,18,0,25,0,1020.9,6.1,84.2,23.4,43.06,177.426
2015,10,18,0,55,0,1021.23,5.8,83.6,23.2,42.89,174.426
2015,10,18,1,25,0,1021.45,NULL,84.3,23.1,43.4,NULL
2015,10,18,1,55,0,1021.5,6.1,82.7,22.9,43.85,182.426
2015,10,18,2,25,0,1021.61,NULL,80.6,22.5,43.79,NULL
2015,10,18,2,55,0,1021.56,5,87.7,21.5,46.14,200.426
2015,10,18,3,25,0,1021.21,NULL,92.6,21,46.23,NULL
2015,10,18,3,55,0,1020.99,8.3,93.6,20.9,44.75,184.426
2015,10,18,4,25,0,1020.9,6.8,93,20.8,44.28,187.426
2015,10,18,4,55,0,1020.83,NULL,86.2,21.1,44.26,NULL
2015,10,18,5,25,0,1020.64,7.4,93.1,20.7,42.47,181.426
2015,10,18,5,55,0,1020.35,7.8,93.9,20,43.17,182.426
2015,10,18,6,25,0,1020.26,6.6,88,20.7,42.88,179.426
2015,10,18,6,55,0,1020.46,3.7,83,21,41.73,203.426
2015,10,18,7,25,0,1020.72,3.8,81.5,21.3,43.41,204.426
2015,10,18,7,55,0,1020.97,3.4,88.5,20.7,44.49,202.426
2015,10,18,8,25,0,1021.21,NULL,89.8,20.6,43.74,NULL
2015,10,18,8,55,0,1021.37,NULL,94.2,20.1,45.66,NULL
2015,10,18,9,25,0,1021.59,4.4,90.4,20,51.61,218.426
2015,10,18,9,55,0,1022.09,4,90.6,20.4,61.78,182.426
2015,10,18,10,25,0,1022.23,4.1,85.1,20.8,111.36,168.426
2015,10,18,10,55,0,1022.59,4.5,87.4,20.8,189.2,223.426
2015,10,18,11,25,0,1022.83,NULL,83.7,21.1,324.25,NULL
2015,10,18,11,55,0,1023.05,3.2,84.2,21.2,165.77,201.426
2015,10,18,12,25,0,1023.12,NULL,81.2,21.3,228.1,NULL
2015,10,18,12,55,0,1023.05,2,80,21.3,509.55,232.426
2015,10,18,13,25,0,1023.1,NULL,92.3,20.1,312.61,NULL
2015,10,18,13,55,0,1023.09,NULL,92.5,20,338.12,NULL
2015,10,18,14,25,0,1022.86,4.8,89.1,20.3,408.26,165.426
2015,10,18,14,55,0,1022.34,NULL,86.9,20.7,558.64,NULL
2015,10,18,15,25,0,1022.17,NULL,82.3,21.2,558.84,NULL
2015,10,18,15,55,0,1021.83,NULL,82,21.4,378.71,NULL
2015,10,18,16,25,0,1021.57,NULL,78.7,21.8,404.54,NULL
2015,10,18,16,55,0,1021.15,NULL,76.3,22,218.12,NULL
2015,10,18,17,25,0,1021.05,NULL,80,21.4,190.12,NULL
2015,10,18,17,55,0,1020.93,6.2,85.3,21,108.18,166.426
2015,10,18,18,25,0,1020.9,7,85.3,21.1,110.2,156.426
2015,10,18,18,55,0,1020.9,7.9,88.3,20.6,111.42,150.426
2015,10,18,19,25,0,1021.02,7.4,87.7,20.4,88.94,151.426
2015,10,18,19,55,0,1021.07,7.7,88.9,20.1,85.83,133.426
2015,10,18,20,25,0,1021.5,6,88,20,54.11,133.426
2015,10,18,20,55,0,1021.81,NULL,90.8,19.8,29.83,NULL
2015,10,18,21,25,0,1021.81,4.8,87.6,20.1,17.88,176.426
2015,10,18,21,55,0,1021.91,4.3,78,20.9,12.23,161.426
2015,10,18,22,25,0,1022.07,3.4,78.8,21.4,11.55,128.426
2015,10,18,22,55,0,1022.27,2.8,78.6,21.3,11.43,108.426
2015,10,18,23,25,0,1022.41,2.5,77.5,21.3,8.13,102.426
2015,10,18,23,55,0,1022.75,2.1,77,21.4,5.72,78.426
2015,10,19,0,25,0,1022.89,NULL,77.7,21.4,4.58,NULL
2015,10,19,0,55,0,1023.19,NULL,76.4,21.4,1.75,NULL
2015,10,19,1,25,0,1023.19,1.5,77.3,21.5,2.58,66.426
2015,10,19,1,55,0,1022.82,2.8,79.8,21.1,3.44,77.426
2015,10,19,2,25,0,1022.69,1.1,78.3,21.2,1.13,71.426
2015,10,19,2,55,0,1022.37,2.2,82,21.2,3.35,78.426
2015,10,19,3,25,0,1022.04,NULL,84.7,21,5.11,NULL
2015,10,19,3,55,0,1021.84,2.1,82,20.7,2.86,75.426
2015,10,19,4,25,0,1021.56,2.5,83.5,20.7,4.18,117.426
2015,10,19,4,55,0,1021.38,4.1,89.4,20.1,24.83,135.426
2015,10,19,5,25,0,1021.31,NULL,92.8,19.7,25.59,NULL
2015,10,19,5,55,0,1020.98,3.1,93.7,19.6,28.62,121.426
2015,10,19,6,25,0,1020.85,2.3,92.9,19.5,36.14,116.426
2015,10,19,6,55,0,1020.77,NULL,93.3,19.5,36.18,NULL
2015,10,19,7,25,0,1020.8,2.9,89.5,19.8,25.8,94.426
2015,10,19,7,55,0,1020.73,3.4,87.5,20,22.65,95.426
2015,10,19,8,25,0,1020.97,4.7,88.5,19.8,23.65,82.426
2015,10,19,8,55,0,1021.18,3.3,90.3,19.6,37.31,95.426
2015,10,19,9,25,0,1021.35,NULL,90.8,19.4,51.65,NULL
2015,10,19,9,55,0,1021.47,3,89.5,19.5,71.29,83.426
2015,10,19,10,25,0,1021.76,NULL,86.8,19.7,109.98,NULL
2015,10,19,10,55,0,129.13,NULL,NULL,NULL,NULL,NULL
2015,10,19,11,25,0,1021.82,NULL,82.4,20.4,191.67,NULL
2015,10,19,11,55,0,1021.93,NULL,80.3,20.7,241.85,NULL
2015,10,19,12,25,0,1022.1,4.4,78.1,20.9,200.84,105.426
2015,10,19,12,55,0,1021.86,NULL,77.3,21.2,238.22,NULL
2015,10,19,13,25,0,1021.51,NULL,76.3,21.5,390.3,NULL
2015,10,19,13,55,0,1021.05,NULL,74.9,21.7,369.23,NULL
2015,10,19,14,25,0,1020.71,NULL,73.4,22.1,257.16,NULL
2015,10,19,14,55,0,1020.25,NULL,72.6,22.2,178.16,NULL
2015,10,19,15,25,0,1019.84,NULL,75.1,22.3,171.01,NULL
2015,10,19,15,55,0,1019.43,NULL,76.8,22.2,150.71,NULL
2015,10,19,16,25,0,1019.13,NULL,76.5,22.2,148.85,NULL
2015,10,19,16,55,0,1018.67,3.3,75.4,22.3,170.22,105.426
2015,10,19,17,25,0,1018.22,4.4,74,22.2,127.24,103.426
2015,10,19,17,55,0,1017.83,3.6,73,22.3,164.24,99.426
2015,10,19,18,25,0,1017.56,2.6,72.4,22.4,142.99,94.426
2015,10,19,18,55,0,1017.42,NULL,71.8,22.5,104.43,NULL
2015,10,19,19,25,0,1017.19,5.3,75.1,22.5,86.63,121.426
2015,10,19,19,55,0,1017.41,NULL,76.2,22,65.66,NULL
2015,10,19,20,25,0,1017.66,4.2,76.7,21.9,58.34,107.426
2015,10,19,20,55,0,1017.78,NULL,76.8,21.7,52.02,NULL
2015,10,19,21,25,0,1017.94,2.7,75.7,21.7,47.83,102.426
2015,10,19,21,55,0,1018.19,3.5,76.2,21.8,46.55,65.426
2015,10,19,22,25,0,1018.35,NULL,74.9,21.7,46.24,NULL
2015,10,19,22,55,0,1018.5,2.7,74.6,21.6,46.67,63.426
2015,10,19,23,25,0,1018.63,2.1,73.7,21.6,45.63,50.426
2015,10,19,23,55,0,1018.6,NULL,74.3,21.6,45.31,NULL
2015,10,20,0,25,0,1018.64,5.6,74,21.6,45.05,63.426
2015,10,20,0,55,0,1018.81,NULL,72.6,21.7,43.68,NULL
2015,10,20,1,25,0,1018.68,5.1,72.4,21.7,43.73,72.426
2015,10,20,1,55,0,125.7,NULL,NULL,NULL,NULL,NULL
2015,10,20,2,25,0,1018.29,4.2,73.1,21.6,44.51,51.426
2015,10,20,2,55,0,1017.96,NULL,73.3,21.5,44.18,NULL
2015,10,20,3,25,0,1017.54,3.7,74.4,21.5,45.22,62.426
2015,10,20,3,55,0,1017.37,NULL,75.3,21.3,44.75,NULL
2015,10,20,4,25,0,1016.9,NULL,76.3,21.4,45.23,NULL
2015,10,20,4,55,0,1016.61,5,74.8,21.4,45.56,38.426
2015,10,20,5,25,0,1016.35,3,74.6,21.2,45.64,38.426
2015,10,20,5,55,0,1016.17,2.5,75.8,21.1,46.62,18.426
2015,10,20,6,25,0,1016.18,NULL,76,21,45.52,NULL
2015,10,20,6,55,0,1016.12,3.1,76.7,20.8,46.45,53.426
2015,10,20,7,25,0,1016.32,4.1,78.6,20.8,46.94,49.426
2015,10,20,7,55,0,1016.47,NULL,78.3,20.8,46.11,NULL
2015,10,20,8,25,0,1016.56,4.1,77.9,20.9,47.19,43.426
2015,10,20,8,55,0,1016.69,2.2,78.9,20.8,72.26,46.426
2015,10,20,9,25,0,1016.81,NULL,78.5,20.8,154.05,NULL
2015,10,20,9,55,0,1016.88,NULL,76.9,21.2,260.72,NULL
2015,10,20,10,25,0,1016.84,2.1,77.7,21.4,328.63,43.426
2015,10,20,10,55,0,1016.67,NULL,76.1,21.8,473.41,NULL
2015,10,20,11,25,0,1016.25,NULL,75.2,22.2,578.4,NULL
2015,10,20,11,55,0,1015.97,3.6,76.8,22.1,674.27,330.426
2015,10,20,12,25,0,1015.72,2.5,75.3,22.3,800.97,315.426
2015,10,20,12,55,0,1015.04,1.2,72.3,23.1,819.58,306.426
2015,10,20,13,25,0,1014.43,1.3,73.2,23.7,724.32,121.426
2015,10,20,13,55,0,1013.85,3.5,77.3,22.9,910.42,149.426
2015,10,20,14,25,0,1013.58,4.9,77.7,23.2,919.81,153.426
2015,10,20,14,55,0,1013.14,4.8,76.7,24.3,795.32,153.426
2015,10,20,15,25,0,1012.4,3.7,77.7,24.6,653.29,153.426
2015,10,20,15,55,0,1012.03,4.3,77.6,25.3,649.37,155.426
2015,10,20,16,25,0,1011.53,NULL,80.4,24.9,745.79,NULL
2015,10,20,16,55,0,1011.38,NULL,78.4,25.5,491.62,NULL
2015,10,20,17,25,0,1011.18,6.5,75.2,26,702.34,125.426
2015,10,20,17,55,0,1011.09,NULL,73.1,26.2,650.45,NULL
2015,10,20,18,25,0,1010.71,NULL,73.5,26.4,502.99,NULL
2015,10,20,18,55,0,1010.2,2.7,66.5,27.7,393.06,104.426
2015,10,20,19,25,0,1009.78,NULL,75,27,151.48,NULL
2015,10,20,19,55,0,1009.9,NULL,78.8,26.2,262.48,NULL
2015,10,20,20,25,0,1010.11,NULL,78.4,26,106.89,NULL
2015,10,20,20,55,0,1010.24,4.3,72.4,26.5,84.04,190.426
2015,10,20,21,25,0,1010.36,NULL,75.7,26.1,51.42,NULL
2015,10,20,21,55,0,1010.62,1.6,74.3,26.3,50.07,207.426
2015,10,20,22,25,0,1010.89,NULL,77.7,25.6,49.98,NULL
2015,10,20,22,55,0,1010.92,NULL,71.4,26.4,50.39,NULL
2015,10,20,23,25,0,1011.36,NULL,73.1,26.1,50.07,NULL
2015,10,20,23,55,0,1011.65,NULL,74.3,25.8,48.93,NULL
2015,10,21,0,25,0,1011.77,4.1,73.8,25.6,51.12,67.426
2015,10,21,0,55,0,1011.97,NULL,74.2,25.6,51.05,NULL
2015,10,21,1,25,0,1012.23,NULL,75.3,25.3,51.36,NULL
2015,10,21,1,55,0,1012.27,3.6,75.6,25,50.88,67.426
2015,10,21,2,25,0,1011.93,3.5,77.3,24.9,49.96,39.426
2015,10,21,2,55,0,1011.44,2.6,79.3,24.9,49.74,25.426
2015,10,21,3,25,0,1011.02,2.6,81.6,24.6,49.65,3.426
2015,10,21,3,55,0,1010.59,4.3,79.1,24.4,49.46,346.426
2015,10,21,4,25,0,1009.96,4.4,79.8,24.2,49.05,348.426
2015,10,21,4,55,0,1009.41,NULL,81.2,24.1,49.69,NULL
2015,10,21,5,25,0,1009.34,NULL,80.4,24,49.71,NULL
2015,10,21,5,55,0,1009.34,NULL,80.9,24,47.94,NULL
2015,10,21,6,25,0,1009.36,2.6,81.7,24,48.46,342.426
2015,10,21,6,55,0,1009.49,NULL,81.6,24,47.67,NULL
2015,10,21,7,55,0,1009.85,2.8,83,24.1,47.57,323.426
2015,10,21,8,25,0,1009.62,4.1,82.8,24,47.86,353.426
2015,10,21,8,55,0,1009.9,NULL,81.6,23.9,71.28,NULL
2015,10,21,9,25,0,1010.16,6.5,81.9,23.9,138.2,347.426
2015,10,21,9,55,0,1010.29,NULL,83.3,23.9,135.79,NULL
2015,10,21,10,25,0,1010.36,4.9,84.4,23.6,224.67,338.426
2015,10,21,10,55,0,1010.44,5.2,85.6,23.8,244.42,19.426
2015,10,21,11,25,0,1010.47,NULL,85.3,24,294.39,NULL
2015,10,21,11,55,0,1010.43,4.5,81.5,25,414.55,13.426
2015,10,21,12,25,0,1010.62,2.6,81.6,25.7,484.1,1.426
2015,10,21,12,55,0,1011.2,NULL,82.9,25.2,354.97,NULL
2015,10,21,13,25,0,1011.67,6.4,83.7,24.1,421.06,185.426
2015,10,21,13,55,0,1011.04,NULL,82.4,24.4,396.95,NULL
2015,10,21,14,25,0,1010.3,NULL,81.6,24.5,524.19,NULL
2015,10,21,14,55,0,1010.06,NULL,70.4,26.6,842.28,NULL
2015,10,21,15,25,0,1009.71,NULL,75.7,26,510.45,NULL
2015,10,21,15,55,0,1009.31,0.8,80.9,26.4,474.34,53.426
2015,10,21,16,25,0,1009.35,1.9,72.6,26.4,510.76,189.426
2015,10,21,16,55,0,1009.2,4.2,71.9,27.2,594.37,155.426
2015,10,21,17,25,0,1010.26,12.7,78.1,26.4,236.94,184.426
2015,10,21,17,55,0,1011.08,NULL,77,25.3,517.03,NULL
2015,10,21,18,25,0,1011.34,9.1,76.6,25.4,541.27,193.426
2015,10,21,18,55,0,1011.2,8,71,26.3,341.46,200.426
2015,10,21,19,25,0,1012.21,5.4,73.6,26,282.64,191.426
2015,10,21,19,55,0,1012.51,NULL,76,25.6,165.25,NULL
2015,10,21,20,25,0,1012.92,NULL,75.2,25.6,94.31,NULL
2015,10,21,20,55,0,1013.15,1.9,80,25.2,66.94,128.426
2015,10,21,21,25,0,1012.65,NULL,82.9,25,47.51,NULL
2015,10,21,21,55,0,1012.5,NULL,81.8,25,45.69,NULL
2015,10,21,22,25,0,1012.57,2,75.2,25.4,45.06,250.426
2015,10,21,22,55,0,1012.75,2.5,70.9,25.9,44.99,254.426
2015,10,21,23,25,0,1012.83,0.9,72.1,25.8,45.5,60.426
2015,10,21,23,55,0,1012.91,1.6,72.7,25.7,44.79,58.426
2015,10,22,0,25,0,1013.26,NULL,77,25.5,44.28,NULL
2015,10,22,0,55,0,1013.58,0.5,76.6,25.4,44.44,230.425
2015,10,22,1,25,0,1013.07,NULL,79,25.2,43.73,NULL
2015,10,22,1,55,0,1013.05,2,80,24.8,43.68,242.425
2015,10,22,2,25,0,1012.83,2,76.2,25.3,43.16,245.425
2015,10,22,2,55,0,1012.64,1.8,72.8,25.8,44.08,230.425
2015,10,22,3,25,0,1011.66,1.4,80.5,25.5,44.12,87.425
2015,10,22,3,55,0,1011.48,NULL,81.8,24.8,43.18,NULL
2015,10,22,4,25,0,1011.43,NULL,76.8,25.4,43.39,NULL
2015,10,22,4,55,0,1011.37,2.1,86.5,25.2,44.17,99.425
2015,10,22,5,25,0,1010.97,NULL,82.4,25.1,43.96,NULL
2015,10,22,5,55,0,1011.18,2.1,78,25.1,44.1,173.425
2015,10,22,6,25,0,1011.68,2.4,74.6,25.3,43.42,235.425
2015,10,22,6,55,0,1011.62,7.3,73.9,25.6,44.24,231.425
2015,10,22,7,25,0,1011.46,NULL,75.4,25.5,43.73,NULL
2015,10,22,7,55,0,1010.52,NULL,76.7,25.5,43.4,NULL
2015,10,22,8,25,0,1009.38,NULL,77.6,25.3,44.14,NULL
