/SiMCosta RJ-2
/latitude = -22.93198
/longitude = -43.14788
/depth = 15
/L1 data 
/missing = NULL
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br), Universidade Federal do Rio Grande - FURG./Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW
/Anemometer measuring height: 3.0m


/Parameters:
/Avg_Air_Press: Average Air Pressure (mbar)
/Avg_Wnd_Sp: Wind Speed (m/s)
/Avg_Hmt: Average Humidity Point (%)
/Avg_Air_Tmp: Average Air Temperature (°C)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
/Avg_Wnd_Dir_N: Wind Direction, true north reference (°)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Wnd_Sp,Avg_Hmt,Avg_Air_Tmp,Avg_Sol_Rad,Avg_Wnd_Dir_N
2015,7,29,20,25,0,1021.02,4.7,86.4,22.1,58.73,168.448
2015,7,29,21,25,0,1021.41,4.7,88,22.1,42.34,163.448
2015,7,29,22,25,0,1022.11,4.8,87.3,22.1,41.89,165.448
2015,7,29,23,25,0,1022.57,4.3,89.2,22.1,41.56,163.448
2015,7,30,0,25,0,1022.69,4.1,89.9,22,41.87,162.447
2015,7,30,1,25,0,1022.81,3.4,90.8,22,42.2,161.447
2015,7,30,2,25,0,1022.78,2.9,90.7,21.9,41.92,167.447
2015,7,30,3,25,0,1022.75,3,91.6,21.8,41.6,159.447
2015,7,30,4,25,0,1022.66,2,87.9,21.8,41,148.447
2015,7,30,5,25,0,1022.1,1.2,87.1,21.7,41.41,149.447
2015,7,30,6,25,0,1021.5,1,84.1,21.7,41.03,154.447
2015,7,30,7,25,0,1021.17,1.2,85.1,21.7,41.35,154.447
2015,7,30,8,25,0,1021.36,1.6,85.2,21.6,41.77,131.447
2015,7,30,9,25,0,1021.95,1.3,82.6,21.6,41.87,124.447
2015,7,30,10,25,0,1022.57,1.4,82.7,21.8,106.09,135.447
2015,7,30,11,25,0,1022.9,0.9,81.5,22,286.37,22.447
2015,7,30,12,25,0,1022.9,1.4,80.4,22.7,504.39,53.447
2015,7,30,13,25,0,1022.94,1.5,80.3,23,590.54,271.447
2015,7,30,14,25,0,1022.25,4.9,87.6,22.2,724.4,143.447
2015,7,30,15,25,0,1021.32,5.6,88,22.3,743.37,143.447
2015,7,30,16,25,0,1020.35,5.8,88.1,22.4,709.14,147.447
2015,7,30,17,25,0,1019.69,5.5,88.8,22.5,639.27,166.447
2015,7,30,19,25,0,1019,6.2,91.1,22.6,285.12,145.447
2015,7,30,20,25,0,1019.37,3.9,89.5,22.7,73.75,160.447
2015,7,30,21,25,0,1019.71,4.3,88.1,22.7,43.95,186.447
2015,7,30,22,25,0,1020.3,2.8,88.8,22.5,43.38,191.447
2015,7,30,23,25,0,1020.81,5,93.5,22,43.5,161.447
2015,7,31,0,25,0,1021.12,3.8,92.8,22.1,42.39,160.447
2015,7,31,1,25,0,1021.29,1.6,92.4,22.1,42.25,196.447
2015,7,31,2,25,0,1021.31,0.8,91.5,22.2,42.28,158.447
2015,7,31,3,25,0,1021.25,2.7,91.7,22.3,42.66,226.447
2015,7,31,4,25,0,1020.73,1.4,91.9,22.3,43.13,217.447
2015,7,31,5,25,0,1020.32,1.1,93.4,22,43.16,151.447
2015,7,31,6,25,0,1020.06,0.9,93.8,21.8,43.93,133.447
2015,7,31,7,25,0,1019.81,2,94.4,21.7,43.27,135.447
2015,7,31,8,25,0,1020.01,1.5,93.8,21.7,43.06,144.447
2015,7,31,9,25,0,1020.67,2.7,93.3,21.5,43.49,80.447
2015,7,31,10,25,0,1021.16,2.5,91.7,21.6,94.95,44.447
2015,7,31,11,25,0,1021.62,3.6,91.1,21.9,279.9,349.447
2015,7,31,12,25,0,1022.34,2.7,89.4,22.3,466.54,343.447
2015,7,31,13,25,0,1022.52,2.6,88.1,22.6,614.36,126.447
2015,7,31,14,25,0,1021.94,4.1,89.9,22.4,737.04,141.447
2015,7,31,15,25,0,1020.92,4.4,87.6,22.4,617.58,152.447
2015,7,31,16,25,0,1019.77,5.2,89.5,22.4,658.06,147.447
2015,7,31,17,25,0,1018.95,5.9,88.1,22.4,645.26,167.447
2015,7,31,18,25,0,1018.55,6.6,88.2,22.5,491.15,163.447
2015,7,31,19,25,0,1018.79,5.9,87.8,22.6,282.01,175.447
2015,7,31,20,25,0,1019.05,5.2,88.9,22.6,82.76,180.447
2015,7,31,21,25,0,1019.34,3.6,88.3,22.7,42.9,185.447
2015,7,31,22,25,0,1019.89,4,90.2,22.7,41.96,170.447
2015,7,31,23,25,0,1020.81,2.1,88.9,22.7,42.31,194.447
2015,8,1,0,25,0,1021.14,2.1,89.6,22.6,42.17,238.447
2015,8,1,1,25,0,1021.58,0.5,90.3,22.4,41.54,31.447
2015,8,1,2,25,0,1021.52,2.4,88,22.8,41.38,349.447
2015,8,1,3,25,0,1021.05,2.7,88.1,22.1,41.71,61.447
2015,8,1,4,25,0,1020.57,2.8,86,22.1,41.67,21.447
2015,8,1,5,25,0,1019.76,3.6,90.3,21.6,40.92,23.447
2015,8,1,6,25,0,1019.37,3.5,92,21.3,40.98,23.447
2015,8,1,7,25,0,1019.13,2.4,93,21.2,41.74,11.447
2015,8,1,8,25,0,1019.35,2.4,93.7,21.3,40.86,355.447
2015,8,1,9,25,0,1019.79,1.5,93.4,21.2,41.32,52.447
2015,8,1,10,25,0,1020.13,3,92.6,21.4,66.61,356.447
2015,8,1,11,25,0,1020.63,3.7,93,21.2,156.97,351.447
2015,8,1,12,25,0,1021.26,2.7,93.2,21.1,359.38,356.447
2015,8,1,13,25,0,1021.59,1.7,90.7,21.8,626.04,346.447
2015,8,1,14,25,0,1021.25,1.2,84.9,23.3,734.7,121.447
2015,8,1,15,25,0,1020.51,2.8,87.5,22.9,798.98,149.447
2015,8,1,16,25,0,1019.58,2.3,86.4,23.2,301.41,136.447
2015,8,1,17,25,0,1018.25,0.7,66.3,24.9,660.27,200.447
2015,8,1,18,25,0,1017.85,1.9,69.3,25.3,471.56,359.447
2015,8,1,19,25,0,1017.64,4,75.2,25.2,273.87,145.447
2015,8,1,20,25,0,1017.61,5.2,86.1,23,90.82,174.447
2015,8,1,21,25,0,1017.55,3.8,75.4,23.7,44.39,190.447
2015,8,1,22,25,0,1018.02,3.2,69.5,24,43.22,205.447
2015,8,1,23,25,0,1018.52,1.9,67.9,24.2,42.7,216.447
2015,8,2,0,25,0,1018.88,1.4,68.1,24.1,42.27,243.447
2015,8,2,1,25,0,1019.13,1.4,76.3,23.5,41.56,156.447
2015,8,2,2,25,0,1019.15,0.4,76,22.9,42.13,327.447
2015,8,2,3,25,0,1018.86,1.5,73.9,22.9,41.58,321.447
2015,8,2,4,25,0,1018.53,2.4,81.5,22.7,41.61,340.447
2015,8,2,5,25,0,1017.98,2.4,84.6,22.3,42.05,335.447
2015,8,2,6,25,0,1017.52,3.1,86.3,22,41.55,353.447
2015,8,2,7,25,0,1017.36,2.5,84.4,21.7,41.72,2.447
2015,8,2,8,25,0,1017.21,2.3,84.8,21.4,41.05,15.447
2015,8,2,9,25,0,1017.82,2.2,85.1,21.4,41.3,0.447
2015,8,2,10,25,0,1018.42,3,83.5,21.6,151.97,358.447
2015,8,2,11,25,0,1018.91,3.4,78,21.9,342.27,14.447
2015,8,2,12,25,0,1019.37,3.3,78,22.2,508.81,331.447
2015,8,2,13,25,0,1019.29,3.4,73.3,22.5,639.13,331.447
2015,8,2,14,25,0,1018.74,3,70.2,23.6,742.93,338.447
2015,8,2,15,25,0,1017.87,1.7,59.1,25.5,790.7,317.447
2015,8,2,16,25,0,1016.97,4.7,83.6,23.4,747.2,146.447
2015,8,2,17,25,0,1016.17,4.8,76.8,23.6,164.38,166.447
2015,8,2,18,25,0,1015.54,5.1,77,23.9,429.29,166.447
2015,8,2,19,25,0,1015.28,5,73.5,24.6,289.19,174.447
2015,8,2,20,25,0,1015.31,3.2,61.4,25.9,90.17,162.447
2015,8,2,21,25,0,1015.85,2.8,68.6,24.8,43.68,182.447
2015,8,2,22,25,0,1016.47,3.2,64.4,25.1,42.76,167.447
2015,8,2,23,25,0,1016.95,1.5,70.6,24.2,42.75,266.447
2015,8,3,0,25,0,1017.26,1.5,72.1,23.9,42.85,239.446
2015,8,3,1,25,0,1017.53,3.1,78.5,23.4,42.5,336.446
2015,8,3,2,25,0,1017.63,1.5,76.6,23.2,41.77,57.446
2015,8,3,3,25,0,1017.38,2.8,74.4,23,42.1,337.446
2015,8,3,4,25,0,1017.15,2.8,76.3,22.8,41.79,337.446
2015,8,3,5,25,0,1016.87,1.5,77.1,22.3,42,4.446
2015,8,3,6,25,0,1016.54,2,81,22,41.44,350.446
2015,8,3,7,25,0,1016.34,2.7,78.7,21.8,41.64,11.446
2015,8,3,8,25,0,1016.14,3.2,79.2,21.4,41.64,21.446
2015,8,3,9,25,0,1016.4,3.9,83.1,21.5,41.82,6.446
2015,8,3,10,25,0,1016.97,4,73.8,21.8,131.51,11.446
2015,8,3,11,25,0,1017.38,4,76.5,21.8,330.56,4.446
2015,8,3,12,25,0,1017.96,3.7,77.6,22,517.42,15.446
2015,8,3,13,25,0,1018.12,3.3,77.9,23.1,652.58,3.446
2015,8,3,14,25,0,1017.97,3.7,73,24.2,724.19,17.446
2015,8,3,15,25,0,1017.65,3.5,52,26.3,765.22,166.446
2015,8,3,16,25,0,1017.2,3.8,70.3,24.8,739.56,150.446
2015,8,3,17,25,0,1016.64,5.2,81.3,24.1,641.29,158.446
2015,8,3,18,25,0,1016.63,3.5,80.8,23.9,466.19,159.446
2015,8,3,19,25,0,1016.56,3,67.2,24.7,274.18,172.446
2015,8,3,20,25,0,1016.83,2.8,65.2,25,94.17,166.446
2015,8,3,21,25,0,1017.17,3,70.5,24.2,44.24,180.446
2015,8,3,22,25,0,1017.44,1.8,68.8,24.1,43.62,162.446
2015,8,3,23,25,0,1017.83,0.5,80.3,23.2,42.38,135.446
2015,8,4,0,25,0,1017.98,0.7,63.8,23.9,42.22,334.446
2015,8,4,1,25,0,1018.13,1.8,63.9,24.1,42.67,16.446
2015,8,4,2,25,0,1018.04,2.5,69.2,23.9,42.64,344.446
2015,8,4,3,25,0,1018.16,3.1,76.2,23.2,41.69,346.446
2015,8,4,4,25,0,1017.98,3.7,73.9,23.1,42.26,345.446
2015,8,4,5,25,0,1017.8,3.4,76.8,22.6,41.94,345.446
2015,8,4,6,25,0,1017.12,2.9,77.9,22.1,41.5,3.446
2015,8,4,7,25,0,1016.96,3.7,80.6,21.8,42.43,0.446
2015,8,4,8,25,0,1017.12,3.4,75.8,21.6,42.13,359.446
2015,8,4,9,25,0,1017.73,2.4,72.1,21.5,41.94,348.446
2015,8,4,10,25,0,1018.6,3.4,69,21.7,143.86,348.446
2015,8,4,11,25,0,1018.92,5.2,73.9,21.9,336.64,353.446
2015,8,4,12,25,0,1019.65,4.7,78.6,22.1,507.75,3.446
2015,8,4,13,25,0,1019.75,3.8,71.4,23.1,645.95,359.446
2015,8,4,14,25,0,1019.35,3.4,72.9,24.1,738.56,355.446
2015,8,4,15,25,0,1018.82,3.1,65.8,25.4,750.17,5.446
2015,8,4,16,25,0,1018.2,1.7,63.5,26.3,140.52,178.446
2015,8,4,17,25,0,1017.71,5.3,60,26.1,638.13,172.446
2015,8,4,18,25,0,1017.94,6,78.3,24.1,490.21,169.446
2015,8,4,19,25,0,1018.29,4.9,68.8,24.4,293.65,171.446
2015,8,4,20,25,0,1018.59,4.4,79.3,23.3,99.56,175.446
2015,8,4,21,25,0,1018.58,4,86.6,22.8,42.46,158.446
2015,8,4,22,25,0,1019.37,0.9,82.6,22.7,42.25,131.446
2015,8,4,23,25,0,1019.95,1.7,83,22.6,42.1,173.446
2015,8,5,0,25,0,1019.9,0.9,81.2,23.1,41.98,243.446
2015,8,5,1,25,0,1019.86,2.2,86.6,22.3,41.42,186.446
2015,8,5,2,25,0,1019.84,2.5,92.8,22.2,41.48,121.446
2015,8,5,3,25,0,1019.71,0.7,93,21.8,41.07,94.446
2015,8,5,4,25,0,1019.22,1.6,85.8,21.9,41.19,39.446
2015,8,5,5,25,0,1018.69,2.9,76.6,21.8,41.27,20.446
2015,8,5,6,25,0,1018.3,2.1,81.1,21.1,41.21,36.446
2015,8,5,7,25,0,1018.3,1.9,83.1,21,41.95,33.446
2015,8,5,8,25,0,1018.03,1.8,84.5,20.7,41.18,13.446
2015,8,5,9,25,0,1018.56,2.7,84.9,20.6,41.04,17.446
2015,8,5,10,25,0,1019.14,2.9,83.8,20.5,121.65,3.446
2015,8,5,11,25,0,1019.94,1.1,81.1,21.4,318.72,76.446
2015,8,5,12,25,0,1020.3,2.4,81.2,21.8,501.9,338.446
2015,8,5,13,25,0,1020.21,3.7,81.6,21.8,652.63,348.446
2015,8,5,14,25,0,1019.8,3.2,82.3,22.5,744.4,341.446
2015,8,5,15,25,0,1019.13,4.7,78.6,22.7,776.88,158.446
2015,8,5,16,25,0,1018.35,5.5,83.8,22.5,750.86,159.446
2015,8,5,17,25,0,1017.62,6,72,22.9,663.16,168.446
2015,8,5,18,25,0,1017.38,5.7,87.1,22.8,512.17,171.446
2015,8,5,19,25,0,1017.09,5.8,86.3,22.9,296.92,183.446
2015,8,5,20,25,0,1017.27,4.3,81.1,23.4,100.99,186.446
2015,8,5,21,25,0,1017.25,3.4,79.6,23.3,43.22,222.446
2015,8,5,22,25,0,1017.64,2.6,78.1,23.6,42.43,229.446
2015,8,5,23,25,0,1017.75,0.9,78,23.1,42.2,245.446
2015,8,6,0,25,0,1018.01,1.2,73.5,23.4,42.17,263.446
2015,8,6,1,25,0,1018.29,2,70.2,23.8,42.61,355.446
2015,8,6,2,25,0,1018.52,2.4,78.5,23.1,42.05,322.446
2015,8,6,3,25,0,1018.29,3.1,81.4,22.6,42.99,359.446
2015,8,6,4,25,0,1018.07,2.1,83.6,22.2,42.39,15.446
2015,8,6,5,25,0,1017.87,4,79.1,21.9,42.44,52.446
2015,8,6,6,25,0,1017.6,3.1,80.1,21.4,42.34,24.446
2015,8,6,7,25,0,1017.59,3.1,80.8,21.1,42.83,28.446
2015,8,6,8,25,0,1017.62,1.6,82.3,20.8,42.61,27.446
2015,8,6,9,25,0,1017.98,3.1,84.6,20.6,42.75,8.446
2015,8,6,10,25,0,1018.31,3.1,85.5,20.5,159.98,347.446
2015,8,6,11,25,0,1018.75,4.7,86.6,20.5,394.82,332.446
2015,8,6,12,25,0,1019.28,4.9,84.3,20.9,440.08,340.446
2015,8,6,13,25,0,1019.16,4.7,85.6,21.3,670.53,344.446
2015,8,6,14,25,0,1018.41,4.1,83.3,22.4,740.23,341.446
2015,8,6,15,25,0,1017.46,3.5,78.7,23.2,769.49,337.446
2015,8,6,16,25,0,1016.47,2.2,62.2,25.2,576.21,325.446
2015,8,6,17,25,0,1015.6,4.8,79.8,23.9,115.48,154.446
2015,8,6,18,25,0,1015.19,4.9,82.2,23.8,269.67,168.446
2015,8,6,19,25,0,1015.08,5.1,76.6,24.6,219.21,174.446
2015,8,6,20,25,0,1015.22,4.1,78,24.5,78.31,180.446
2015,8,6,21,25,0,1015.3,4.3,82,23.4,45.13,202.446
2015,8,6,22,25,0,1015.48,2.7,78.5,23.9,44.69,173.446
2015,8,6,23,25,0,1015.84,2,77.6,23.5,44.36,99.446
2015,8,7,0,25,0,1015.99,0.7,75.1,24,44.47,230.445
2015,8,7,1,25,0,1016.16,3.2,71.1,23.9,44.15,46.445
2015,8,7,2,25,0,1016.27,2.5,74.9,23.2,43.82,74.445
2015,8,7,3,25,0,1016.08,3.4,78.5,22.7,44.24,74.445
2015,8,7,4,25,0,1016.06,3.1,79.2,22.3,43.88,67.445
2015,8,7,5,25,0,1016.07,2.1,79.6,22.2,44.14,50.445
2015,8,7,6,25,0,1015.99,2.5,79.9,22.1,43.76,9.445
2015,8,7,7,25,0,1016.2,1,81.6,21.7,43.94,15.445
2015,8,7,8,25,0,1016.32,3.7,79.5,21.8,44.83,44.445
2015,8,7,9,25,0,1016.55,2.4,81.1,21.5,44.16,2.445
2015,8,7,10,25,0,1017.11,1.8,79.4,21.7,151.65,37.445
2015,8,7,11,25,0,1017.83,0.9,77.2,22.3,351.76,5.445
2015,8,7,12,25,0,1018.46,2.4,81.1,22.2,511.1,346.445
2015,8,7,13,25,0,1018.25,2.6,83,22.2,656.06,338.445
2015,8,7,14,25,0,1017.76,1.1,78.7,23.2,737.89,104.445
2015,8,7,15,25,0,1017,4.2,84.2,23.2,720.06,182.445
2015,8,7,16,25,0,1016.11,5.6,84.9,23.5,754.41,148.445
2015,8,7,17,25,0,1015.58,5.4,76.3,24.6,640.84,155.445
2015,8,7,18,25,0,1015.3,5.4,72.8,25.3,287.64,136.445
2015,8,7,19,25,0,1015.39,4.8,67.8,26.3,277.43,131.445
2015,8,7,20,25,0,1015.8,3,65.1,26.7,87.15,137.445
2015,8,7,21,25,0,1016.31,3.4,77.6,24.1,44.76,192.445
2015,8,7,22,25,0,1016.92,2,72.8,24.6,43.7,181.445
2015,8,7,23,25,0,1017.19,5,69.7,24.4,43.53,66.445
2015,8,8,0,25,0,1017.4,4.9,75.1,23.8,42.2,49.445
2015,8,8,1,25,0,1017.78,3.3,79.7,23.3,42.33,53.445
2015,8,8,2,25,0,1018.22,4.2,78.5,23.2,42.5,49.445
2015,8,8,3,25,0,1018.63,3.8,76.4,23.2,41.35,41.445
2015,8,8,4,25,0,1018.39,4.4,74.4,23,42.19,32.445
2015,8,8,5,25,0,1018.07,2.6,74.1,22.6,41.5,39.445
2015,8,8,6,25,0,1017.78,3.2,75.7,22.3,40.84,30.445
2015,8,8,7,25,0,1017.61,2.7,77.9,22,41.88,28.445
2015,8,8,8,25,0,1017.43,2.5,80,21.9,42.02,321.445
2015,8,8,9,25,0,1018.15,1,79,21.6,41.45,67.445
2015,8,8,10,25,0,1018.85,1.1,76.6,22,170.82,43.445
2015,8,8,11,25,0,1019.68,1.1,76.3,22.2,357.74,257.445
2015,8,8,12,25,0,1020.17,1.8,77.4,22.9,550.65,NULL
2015,8,8,13,25,0,1020.29,1.8,81,22.3,659.5,172.445
2015,8,8,14,25,0,1020.26,2.2,77.7,22.7,746.65,145.445
2015,8,8,15,25,0,1019.83,4.2,80.9,23.2,773.14,158.445
2015,8,8,16,25,0,1018.9,4.5,78.5,23.5,744.06,149.445
2015,8,8,17,25,0,1017.95,5.7,76.7,23.9,644.99,144.445
2015,8,8,18,25,0,1017.44,4.6,73.4,24.9,488.72,144.445
2015,8,8,19,25,0,1017.5,5.5,72.5,24.7,300.65,127.445
2015,8,8,20,25,0,1017.93,5.7,79.1,23.5,99.27,136.445
2015,8,8,21,25,0,1018.38,2.6,80.3,23,42.15,175.445
2015,8,8,22,25,0,1019.14,2.2,82.2,22.8,41.18,186.445
2015,8,8,23,25,0,1019.45,3.7,77.2,22.7,40.32,55.445
2015,8,9,0,25,0,1019.93,2.7,80.4,22.2,40.24,45.445
2015,8,9,1,25,0,1020.72,0.7,79.9,22.2,40.77,319.445
2015,8,9,2,25,0,1020.73,3.2,78.4,22.2,40.73,40.445
2015,8,9,3,25,0,1020.62,4.8,79.9,21.8,40.69,49.445
2015,8,9,4,25,0,1020.58,3.3,82.9,21.3,40.45,52.445
2015,8,9,5,25,0,1020.54,3.5,81.6,21.3,40.62,47.445
2015,8,9,6,25,0,1020.32,4.6,81.1,21.2,40.88,51.445
2015,8,9,7,25,0,1020.32,2.7,79.7,21.2,40.41,27.445
2015,8,9,8,25,0,1020.48,2.4,79.2,21,39.89,21.445
2015,8,9,9,25,0,1021.37,1.4,79.6,21,40.23,9.445
2015,8,9,10,25,0,1022.14,3.5,80.7,20.8,79.63,57.445
2015,8,9,11,25,0,1023.18,2.4,81,21.4,387.33,54.445
2015,8,9,12,25,0,1023.81,1.3,79,22,432.38,185.445
2015,8,9,13,25,0,1023.45,3.2,82.2,21.4,411.2,165.445
2015,8,9,14,25,0,1022.67,1.5,74.2,22.9,770.86,332.445
2015,8,9,15,25,0,1021.63,1.4,73.7,23.5,791.51,278.445
2015,8,9,16,25,0,1020.79,3,72.9,23.2,779.18,159.445
2015,8,9,17,25,0,1019.51,6.7,71.1,23.6,669.37,138.445
2015,8,9,18,25,0,1019.28,6.8,69.2,23.9,506.78,136.445
2015,8,9,19,25,0,1019.58,6.7,71,23.5,126.91,130.445
2015,8,9,20,25,0,1020.09,4.8,68.8,23.5,110.33,121.445
2015,8,9,21,25,0,1020.74,3.8,69,23.4,40.13,93.445
2015,8,9,22,25,0,1021.71,4.6,71,22.8,39.12,103.445
2015,8,9,23,25,0,1022.5,3.4,72,22.5,39.99,93.445
2015,8,10,0,25,0,1022.75,3.4,72.3,22.1,39.44,73.445
2015,8,10,1,25,0,1023.12,4.1,72.6,22,39.7,77.445
2015,8,10,2,25,0,1023.14,3.2,70.8,22,39.31,103.445
2015,8,10,3,25,0,1023.33,2.1,71.3,21.8,38.85,63.445
2015,8,10,4,25,0,1022.92,4.3,70.7,21.7,38.49,76.445
2015,8,10,5,25,0,1022.84,4.6,71.6,21.6,39.06,64.445
2015,8,10,6,25,0,1022.68,3.6,72.6,21.4,38.48,64.445
2015,8,10,7,25,0,1022.38,3.4,76.2,21,39.05,38.445
2015,8,10,8,25,0,1022.54,2.3,77.3,20.6,39.08,15.445
2015,8,10,9,25,0,1023.43,2.1,79.2,20.4,38.2,47.445
2015,8,10,10,25,0,1024.06,4.4,76.9,20.9,160.29,70.445
2015,8,10,11,25,0,1024.5,1,74.6,21.5,350.33,17.445
2015,8,10,12,25,0,1025.05,1.7,72.6,22.2,557.18,87.445
2015,8,10,13,25,0,1025.12,2.5,78.9,21.3,690.16,170.445
2015,8,10,14,25,0,1024.73,3.1,80.3,21.4,779.8,190.445
2015,8,10,15,25,0,1023.89,5,79.7,21.6,807.07,153.445
2015,8,10,16,25,0,1023.08,5.2,75.1,22.5,748.44,150.445
2015,8,10,17,25,0,1022.04,5.8,72.8,23,674.54,140.445
2015,8,10,18,25,0,1021.65,5.2,79.3,21.8,513.54,184.445
2015,8,10,19,25,0,1021.59,4.6,74.1,22.4,313.7,200.445
2015,8,10,20,25,0,1021.7,3.7,73.8,22.6,103.62,191.445
2015,8,10,21,25,0,1022.12,3.6,69.1,23.5,38.39,56.445
2015,8,10,22,25,0,1022.65,3.2,67.5,23.2,37.83,72.445
2015,8,10,23,25,0,1023.18,5.3,66.9,22.5,36.94,65.445
2015,8,11,0,25,0,1023.08,3.2,68,22.1,37.61,79.444
2015,8,11,1,25,0,1023.19,2.1,69.8,21.7,36.36,62.444
2015,8,11,2,25,0,1023.35,2,71.7,21.5,36.98,77.444
2015,8,11,3,25,0,1023.75,2.8,70.6,21.4,37.67,32.444
2015,8,11,4,25,0,1023.77,5.1,69.8,21.3,37.99,47.444
2015,8,11,5,25,0,1023.98,4,72.6,20.7,37.69,44.444
2015,8,11,6,25,0,1023.58,2.8,73.5,20.5,38.09,28.444
2015,8,11,7,25,0,1023.43,2.7,75.5,20.1,37.71,49.444
2015,8,11,8,25,0,1023.63,2.7,77.5,19.7,37.38,16.444
2015,8,11,9,25,0,1024.14,3,76.3,19.7,38.25,15.444
2015,8,11,10,25,0,1024.62,2.1,75.2,20.3,173.2,7.444
2015,8,11,11,25,0,1025.32,1.1,74.6,21.1,371.29,333.444
2015,8,11,12,25,0,1025.67,2.3,76.7,20.7,555.51,329.444
2015,8,11,13,25,0,1025.34,3.6,78.4,21.1,710.4,334.444
2015,8,11,14,25,0,1024.61,2.7,59,22.9,621.19,329.444
2015,8,11,15,25,0,1023.76,2.9,79.5,21,810.99,162.444
2015,8,11,16,25,0,1022.61,4.1,81.3,20.7,772.62,169.444
2015,8,11,17,25,0,1021.87,5.6,75.1,21.1,684.05,163.444
2015,8,11,18,25,0,1021.31,6.1,71.5,22.7,538.14,133.444
2015,8,11,19,25,0,1020.96,5.2,70.6,23.1,336.6,139.444
2015,8,11,20,25,0,1021.23,1.7,68.6,23.7,113.45,211.444
2015,8,11,21,25,0,1021.44,3.6,65,23.8,38.49,71.444
2015,8,11,22,25,0,1022.11,3.9,66.9,23.1,37.67,72.444
2015,8,11,23,25,0,1023.07,4.6,70.6,22.2,37.27,73.444
2015,8,12,0,25,0,1023.49,4.7,71.6,21.6,35.81,64.444
2015,8,12,1,25,0,1024.05,4.2,73.3,21.2,35.67,62.444
2015,8,12,2,25,0,1024.49,5,69.2,21.1,35.39,59.444
2015,8,12,3,25,0,1024.52,3.2,70.8,21,35.74,53.444
2015,8,12,4,25,0,1023.9,3.4,73,20.8,35.41,67.444
2015,8,12,5,25,0,1023.2,1.9,72.6,20.6,35.71,27.444
2015,8,12,6,25,0,1022.84,2.1,73.1,20.3,34.85,19.444
2015,8,12,7,25,0,1022.35,2.2,74.2,20.4,35.09,325.444
2015,8,12,8,25,0,1022.67,2.1,73.3,20.1,34.65,53.444
2015,8,12,9,25,0,1023.21,3,72.9,20,35.13,46.444
2015,8,12,10,25,0,1023.98,2.7,70,20.5,166.35,38.444
2015,8,12,11,25,0,1024.64,1.3,68.6,20.9,361.06,23.444
2015,8,12,12,25,0,1025.12,1.2,68.8,21.3,547.87,325.444
2015,8,12,13,25,0,1024.82,1.9,73.7,21.2,689.82,325.444
2015,8,12,14,25,0,1024.15,3.4,77.2,20.8,739.21,153.444
2015,8,12,15,25,0,1023.26,4.3,79.7,20.1,792.38,161.444
2015,8,12,16,25,0,1022.14,4.1,79.5,19.4,771.1,176.444
2015,8,12,17,25,0,1020.91,5.5,70.3,21.9,660.24,150.444
2015,8,12,18,25,0,1020.21,5.6,75.1,22.1,516.62,141.444
2015,8,12,19,25,0,1020.19,5.5,74.2,22.2,291.53,149.444
2015,8,12,20,25,0,1020.47,3.9,77.5,21.6,102.28,203.444
2015,8,12,21,25,0,1020.84,2,78.4,21.5,35.77,215.444
2015,8,12,22,25,0,1021.57,1.6,74.8,21.7,36.02,185.444
2015,8,12,23,25,0,1022.14,2.2,81.7,20.7,36.38,175.444
2015,8,13,0,25,0,1022.45,3.6,75.9,21.2,36,69.444
2015,8,13,1,25,0,1022.94,3.5,75.9,21.1,36.17,20.444
2015,8,13,2,25,0,1023.18,1.5,77.8,20.6,36.02,13.444
2015,8,13,3,25,0,1023.21,2.2,76.8,20.3,35.9,10.444
2015,8,13,4,25,0,1022.89,2.3,80.4,19.8,36.23,19.444
2015,8,13,5,25,0,1022.46,2,80.9,20.1,36.31,334.444
2015,8,13,6,25,0,1022.19,2.9,82.9,19.8,35.94,325.444
2015,8,13,7,25,0,1021.82,3,82.7,19.5,36.19,338.444
2015,8,13,8,25,0,1021.74,3.3,82.4,19.5,35.92,345.444
2015,8,13,9,25,0,1022.25,2.9,83.3,19.3,36.77,352.444
2015,8,13,10,25,0,1022.74,3.2,83.8,19.6,183.04,349.444
2015,8,13,11,25,0,1023.62,2.2,81.9,19.9,366,356.444
2015,8,13,12,25,0,1024.02,1.8,79.2,20.6,551.39,353.444
2015,8,13,13,25,0,1023.95,2.3,75.8,21.5,634.44,342.444
2015,8,13,14,25,0,1023.28,2.3,72.3,22.2,783.67,354.444
2015,8,13,15,25,0,1022.31,3.8,78.8,20.9,319.2,140.444
2015,8,13,16,25,0,1021.45,4.3,81.3,20.7,618.33,169.444
