/SiMCosta RJ - Ilha do Pai - Cia de Docas
/latitude = -22.99277544
/longitude = -43.09056758



/Parameters:
/Tmp: Average Water Temperature (degree Celsius)
/Avg_Sal: Average Salinity (psu)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Tmp,Avg_Sal
2024,1,19,15,35,0,27.43,35.18
2024,1,19,15,40,0,27.44,35.2
2024,1,19,15,45,0,27.43,35.22
2024,1,19,15,50,0,27.43,35.26
2024,1,19,15,55,0,27.46,35.29
2024,1,19,16,0,0,27.5,35.29
2024,1,19,16,5,0,27.54,35.33
2024,1,19,16,10,0,27.57,35.37
2024,1,19,16,15,0,27.66,35.34
2024,1,19,16,20,0,27.64,35.25
2024,1,19,16,25,0,27.58,35.22
2024,1,19,16,30,0,27.59,35.13
2024,1,19,16,35,0,27.52,35.22
2024,1,19,16,40,0,27.51,35.3
2024,1,19,16,45,0,27.5,35.29
2024,1,19,16,50,0,27.53,35.23
2024,1,19,16,55,0,27.51,35.26
2024,1,19,17,0,0,27.5,35.18
2024,1,19,17,5,0,27.48,35.2
2024,1,19,17,10,0,27.46,35.25
2024,1,19,17,15,0,27.46,35.26
2024,1,19,17,20,0,27.44,35.33
2024,1,19,17,25,0,27.41,35.01
2024,1,19,17,30,0,27.38,35.24
2024,1,19,17,35,0,27.34,35.25
2024,1,19,17,40,0,27.33,35.27
2024,1,19,17,45,0,27.32,35.1
2024,1,19,17,50,0,27.31,35.04
2024,1,19,17,55,0,27.37,34.99
2024,1,19,18,0,0,27.43,34.88
2024,1,19,18,5,0,27.51,34.85
2024,1,19,18,10,0,27.7,34.92
2024,1,19,18,15,0,27.73,34.85
2024,1,19,18,20,0,27.69,34.85
2024,1,19,18,25,0,26.84,33.2
2024,1,19,18,30,0,26.76,33.1
2024,1,19,18,35,0,26.71,33.09
2024,1,19,18,40,0,26.69,33.11
2024,1,19,18,45,0,26.64,33.14
2024,1,19,18,50,0,26.61,33.19
2024,1,19,18,55,0,26.55,33.25
2024,1,19,19,0,0,26.77,32.91
2024,1,19,19,5,0,26.75,32.86
2024,1,19,19,10,0,26.65,33.04
2024,1,19,19,15,0,26.7,32.85
2024,1,19,19,20,0,26.78,32.73
2024,1,19,19,25,0,26.74,32.77
2024,1,19,19,30,0,26.78,32.71
2024,1,19,19,35,0,26.78,32.76
2024,1,19,19,40,0,26.82,32.75
2024,1,19,19,45,0,26.68,32.94
2024,1,19,19,50,0,26.61,33.09
2024,1,19,19,55,0,26.69,33
2024,1,19,20,0,0,26.84,32.79
2024,1,19,20,5,0,26.82,32.81
2024,1,19,20,10,0,26.79,32.87
2024,1,19,20,15,0,26.8,32.86
2024,1,19,20,20,0,26.76,32.88
2024,1,19,20,25,0,26.69,32.85
2024,1,19,20,30,0,26.63,32.95
2024,1,19,20,35,0,26.59,33.01
2024,1,19,20,40,0,26.62,32.96
2024,1,19,20,45,0,26.57,33.02
2024,1,19,20,50,0,26.56,32.96
2024,1,19,20,55,0,26.55,32.95
2024,1,19,21,0,0,26.61,32.79
2024,1,19,21,5,0,26.87,32.42
2024,1,19,21,10,0,27.12,32.02
2024,1,19,21,15,0,27.33,31.62
2024,1,19,21,20,0,27.39,31.44
2024,1,19,21,25,0,27.38,31.39
2024,1,19,21,30,0,27.43,31.09
2024,1,19,21,35,0,27.5,30.82
2024,1,19,21,40,0,27.47,30.87
2024,1,19,21,45,0,27.35,31.18
2024,1,19,21,50,0,27.39,30.99
2024,1,19,21,55,0,27.34,31.07
2024,1,19,22,0,0,26.84,32.14
2024,1,19,22,5,0,26.92,31.98
2024,1,19,22,10,0,27.08,31.56
2024,1,19,22,15,0,27.05,31.53
2024,1,19,22,20,0,27.03,31.57
2024,1,19,22,25,0,27.17,31.14
2024,1,19,22,30,0,27.24,31.02
2024,1,19,22,35,0,27.25,31.07
2024,1,19,22,40,0,27.18,31.25
2024,1,19,22,45,0,27.14,31.29
2024,1,19,22,50,0,27.13,31.29
2024,1,19,22,55,0,27.19,30.98
2024,1,19,23,0,0,27.23,30.89
2024,1,19,23,5,0,27.2,31.08
2024,1,19,23,10,0,27.12,31.33
2024,1,19,23,15,0,27.11,31.39
2024,1,19,23,20,0,26.92,31.82
2024,1,19,23,25,0,27.16,30.91
2024,1,19,23,30,0,26.94,31.7
2024,1,19,23,35,0,27,31.51
2024,1,19,23,40,0,27.11,31.03
2024,1,19,23,45,0,27.04,31.31
2024,1,19,23,50,0,26.99,31.51
2024,1,19,23,55,0,26.91,31.88
2024,1,20,0,0,0,26.75,32.36
2024,1,20,0,5,0,26.71,32.45
2024,1,20,0,10,0,26.63,32.66
2024,1,20,0,20,0,26.56,32.78
2024,1,20,0,25,0,26.62,32.53
2024,1,20,0,30,0,26.75,32.06
2024,1,20,0,35,0,26.68,32.18
2024,1,20,0,40,0,26.65,32.19
2024,1,20,0,45,0,26.53,32.7
2024,1,20,0,50,0,26.63,32.24
2024,1,20,0,55,0,26.63,32.06
2024,1,20,1,0,0,26.62,32.07
2024,1,20,1,5,0,26.65,31.7
2024,1,20,1,10,0,26.62,31.53
2024,1,20,1,15,0,26.61,31.6
2024,1,20,1,20,0,26.57,31.45
2024,1,20,1,25,0,26.54,31.77
2024,1,20,1,30,0,26.57,32.07
2024,1,20,1,35,0,26.57,32.06
2024,1,20,1,40,0,26.58,31.96
2024,1,20,1,45,0,26.57,32.36
2024,1,20,1,50,0,26.58,32.5
2024,1,20,1,55,0,26.51,32.9
2024,1,20,2,0,0,26.46,33.09
2024,1,20,2,5,0,26.42,33.2
2024,1,20,2,10,0,26.38,33.3
2024,1,20,2,15,0,26.35,33.32
2024,1,20,2,20,0,26.38,32.58
2024,1,20,2,25,0,26.38,32.55
2024,1,20,2,30,0,26.34,32.94
2024,1,20,2,35,0,26.34,32.66
2024,1,20,2,40,0,26.32,32.81
2024,1,20,2,45,0,26.3,32.89
2024,1,20,2,50,0,26.29,32.79
2024,1,20,2,55,0,26.27,33.07
2024,1,20,3,0,0,26.26,33.04
2024,1,20,3,5,0,26.27,32.91
2024,1,20,3,10,0,26.27,32.87
2024,1,20,3,15,0,26.27,32.9
2024,1,20,3,20,0,26.26,33.02
2024,1,20,3,25,0,26.26,32.98
2024,1,20,3,30,0,26.31,33.56
2024,1,20,3,35,0,26.34,33.74
2024,1,20,3,40,0,26.43,33.99
2024,1,20,3,45,0,26.46,33.98
2024,1,20,3,50,0,26.51,34.19
2024,1,20,3,55,0,26.41,33.91
2024,1,20,4,0,0,26.4,33.85
2024,1,20,4,5,0,26.39,33.71
2024,1,20,4,10,0,26.43,33.91
2024,1,20,4,15,0,26.39,33.94
2024,1,20,4,20,0,26.41,34.1
2024,1,20,4,25,0,26.46,34.17
2024,1,20,4,30,0,26.41,34.12
2024,1,20,4,35,0,26.46,34.3
2024,1,20,4,40,0,26.51,34.27
2024,1,20,4,45,0,26.42,33.92
2024,1,20,4,50,0,26.55,34.09
2024,1,20,4,55,0,26.36,33.83
2024,1,20,5,0,0,26.31,33.37
2024,1,20,5,5,0,26.27,33.08
2024,1,20,5,10,0,26.4,33.61
2024,1,20,5,15,0,26.57,34
2024,1,20,5,20,0,26.28,33.19
2024,1,20,5,25,0,26.25,33.14
2024,1,20,5,30,0,26.26,33.18
2024,1,20,5,35,0,26.27,33.26
2024,1,20,5,40,0,26.25,33.27
2024,1,20,5,45,0,26.25,33.3
2024,1,20,5,50,0,26.7,32.32
2024,1,20,5,55,0,26.78,32.19
2024,1,20,6,0,0,26.81,32.25
2024,1,20,6,5,0,26.78,32.41
2024,1,20,6,10,0,26.77,32.4
2024,1,20,6,15,0,26.76,32.22
2024,1,20,6,20,0,26.78,32.2
2024,1,20,6,25,0,26.77,32.4
2024,1,20,6,30,0,26.76,32.49
2024,1,20,6,35,0,26.75,32.5
2024,1,20,6,40,0,26.76,32.58
2024,1,20,6,45,0,26.77,32.66
2024,1,20,6,50,0,26.78,32.67
2024,1,20,6,55,0,26.8,32.57
2024,1,20,7,0,0,26.79,32.71
2024,1,20,7,5,0,26.77,32.87
2024,1,20,7,10,0,26.75,32.95
2024,1,20,7,15,0,26.75,32.89
2024,1,20,7,20,0,26.75,32.87
2024,1,20,7,25,0,26.75,32.92
2024,1,20,7,30,0,26.74,33.04
2024,1,20,7,35,0,26.74,32.6
2024,1,20,7,40,0,26.75,32.65
2024,1,20,7,45,0,26.77,32.75
2024,1,20,7,50,0,26.75,32.69
2024,1,20,7,55,0,26.73,32.54
2024,1,20,8,0,0,26.74,32.53
2024,1,20,8,5,0,26.75,32.54
2024,1,20,8,10,0,26.75,32.51
2024,1,20,8,15,0,26.77,32.45
2024,1,20,8,20,0,26.74,32.19
2024,1,20,8,25,0,26.88,31.22
2024,1,20,8,30,0,26.91,31.28
2024,1,20,8,35,0,26.89,31.19
2024,1,20,8,40,0,26.86,31.26
2024,1,20,8,45,0,26.94,30.75
2024,1,20,8,50,0,26.99,30.55
2024,1,20,8,55,0,26.95,31.22
2024,1,20,9,0,0,27,30.67
2024,1,20,9,5,0,27,30.65
2024,1,20,9,10,0,26.96,30.71
2024,1,20,9,15,0,26.94,30.9
2024,1,20,9,20,0,26.93,31.1
2024,1,20,9,25,0,26.89,31.14
2024,1,20,9,30,0,26.89,31.4
2024,1,20,9,35,0,26.86,31.38
2024,1,20,9,40,0,26.87,31.46
2024,1,20,9,45,0,26.86,31.84
2024,1,20,9,50,0,26.91,31.56
2024,1,20,9,55,0,26.97,31.3
2024,1,20,10,0,0,27.01,30.89
2024,1,20,10,5,0,27.02,30.95
2024,1,20,10,10,0,27.05,30.78
2024,1,20,10,15,0,27.06,30.82
2024,1,20,10,20,0,27.12,30.72
2024,1,20,10,25,0,27.09,31
2024,1,20,10,30,0,27.05,31.29
2024,1,20,10,35,0,27.03,31.52
2024,1,20,10,40,0,27.02,31.68
2024,1,20,10,45,0,27.03,31.67
2024,1,20,10,50,0,27.12,31.28
2024,1,20,10,55,0,27.13,31.32
2024,1,20,11,0,0,27.14,31.36
2024,1,20,11,5,0,27.07,31.77
2024,1,20,11,10,0,27.07,31.8
2024,1,20,11,15,0,27.02,32.05
2024,1,20,11,20,0,27.03,32.12
2024,1,20,11,25,0,26.98,32.43
2024,1,20,11,30,0,26.95,32.66
2024,1,20,11,35,0,27.02,32.53
2024,1,20,11,40,0,27.04,32.46
2024,1,20,11,45,0,27.04,32.71
2024,1,20,11,50,0,27.07,32.6
2024,1,20,11,55,0,27.16,32.33
2024,1,20,12,0,0,27.26,32.08
2024,1,20,12,5,0,27.28,32.05
2024,1,20,12,10,0,27.27,32.15
2024,1,20,12,15,0,27.25,32.32
2024,1,20,12,20,0,27.31,32.46
2024,1,20,12,25,0,27.37,32.52
2024,1,20,12,30,0,27.4,32.62
2024,1,20,12,35,0,27.46,32.58
2024,1,20,12,40,0,27.39,32.71
2024,1,20,12,45,0,27.46,32.79
2024,1,20,12,50,0,27.53,32.9
2024,1,20,12,55,0,27.47,32.94
2024,1,20,13,0,0,27.7,32.95
2024,1,20,13,5,0,27.63,32.97
2024,1,20,13,10,0,27.57,33.01
2024,1,20,13,15,0,27.49,33.09
2024,1,20,13,20,0,27.48,33.17
2024,1,20,13,25,0,27.38,33.25
2024,1,20,13,30,0,28.4,33.28
2024,1,20,13,35,0,28.54,32.9
2024,1,20,13,40,0,28.56,32.85
2024,1,20,13,45,0,28.19,32.91
2024,1,20,13,50,0,28.24,32.92
2024,1,20,13,55,0,28.36,32.95
2024,1,20,14,0,0,28.18,32.95
2024,1,20,14,10,0,27.61,33.17
2024,1,20,14,15,0,28.19,33.18
2024,1,20,14,20,0,28.11,33.21
2024,1,20,14,25,0,28.4,33.15
2024,1,20,14,30,0,28.46,33.1
2024,1,20,14,35,0,28.42,33.1
2024,1,20,14,40,0,28.25,33.17
2024,1,20,14,45,0,28.4,33.16
2024,1,20,14,50,0,28.31,33.18
2024,1,20,14,55,0,28.19,33.22
2024,1,20,15,0,0,28.41,33.23
2024,1,20,15,5,0,28.02,33.32
2024,1,20,15,10,0,28.18,33.35
2024,1,20,15,15,0,28.53,33.28
2024,1,20,15,20,0,28.46,33.31
2024,1,20,15,25,0,28.4,33.32
2024,1,20,15,30,0,28.47,33.31
2024,1,20,15,35,0,28.2,33.36
2024,1,20,15,40,0,28.38,33.33
2024,1,20,15,45,0,28.26,33.38
2024,1,20,15,50,0,28.29,33.38
2024,1,20,15,55,0,28.47,33.4
2024,1,20,16,0,0,28.48,33.37
2024,1,20,16,5,0,28.53,33.38
2024,1,20,16,10,0,28.54,33.4
2024,1,20,16,15,0,28.45,33.4
2024,1,20,16,20,0,28.24,33.43
2024,1,20,16,25,0,28.42,33.32
2024,1,20,16,30,0,28.34,33.44
2024,1,20,16,35,0,27.99,33.49
2024,1,20,16,40,0,28.15,33.55
2024,1,20,16,45,0,28.56,33.39
2024,1,20,16,50,0,28.44,33.49
2024,1,20,16,55,0,28.47,33.47
2024,1,20,17,0,0,28.5,33.46
2024,1,20,17,5,0,28.49,33.39
2024,1,20,17,10,0,28.45,33.44
2024,1,20,17,15,0,28.57,33.42
2024,1,20,17,20,0,28.81,33.36
2024,1,20,17,25,0,28.91,33.31
2024,1,20,17,30,0,28.84,33.32
2024,1,20,17,35,0,28.94,33.3
2024,1,20,17,40,0,28.94,33.3
2024,1,20,17,45,0,29.07,33.27
2024,1,20,17,50,0,29.02,33.3
2024,1,20,17,55,0,29.07,33.28
2024,1,20,18,0,0,30.5,31
2024,1,20,18,5,0,29.98,31.87
2024,1,20,18,10,0,29.86,32.01
2024,1,20,18,15,0,30.44,31.05
2024,1,20,18,20,0,30.47,31.05
2024,1,20,18,25,0,30.04,31.78
2024,1,20,18,30,0,30.33,31.28
2024,1,20,18,35,0,29.74,32.15
2024,1,20,18,40,0,29.87,32.11
2024,1,20,18,45,0,29.89,32.1
2024,1,20,18,50,0,29.85,32.19
2024,1,20,18,55,0,29.95,32.1
2024,1,20,19,0,0,29.67,32.48
2024,1,20,19,5,0,29.59,32.61
2024,1,20,19,10,0,29.95,31.91
2024,1,20,19,15,0,29.69,32.19
2024,1,20,19,20,0,29.65,32.48
2024,1,20,19,25,0,29.57,32.63
2024,1,20,19,30,0,29.59,32.25
2024,1,20,19,35,0,29.61,32.32
2024,1,20,19,40,0,29.44,32.85
2024,1,20,19,45,0,29.34,32.98
2024,1,20,19,50,0,29.47,32.56
2024,1,20,19,55,0,29.38,32.55
2024,1,20,20,0,0,29.47,33.29
2024,1,20,20,5,0,29.45,33.7
2024,1,20,20,10,0,29.38,33.73
2024,1,20,20,15,0,29.36,33.73
2024,1,20,20,20,0,29.3,33.78
2024,1,20,20,25,0,29.21,33.83
2024,1,20,20,30,0,29.07,33.88
2024,1,20,20,35,0,29.11,33.83
2024,1,20,20,40,0,29.19,33.76
2024,1,20,20,45,0,29.45,NULL
2024,1,20,20,50,0,29.46,33.58
2024,1,20,20,55,0,29.57,33.54
2024,1,20,21,0,0,29.56,33.54
2024,1,20,21,5,0,29.64,33.5
2024,1,20,21,10,0,29.28,33.7
2024,1,20,21,15,0,28.99,33.77
2024,1,20,21,20,0,28.95,33.79
2024,1,20,21,25,0,28.99,33.79
2024,1,20,21,30,0,29.11,33.75
2024,1,20,21,35,0,29.05,33.63
2024,1,20,21,40,0,28.98,33.75
2024,1,20,21,45,0,28.96,33.77
2024,1,20,21,50,0,28.93,33.78
2024,1,20,21,55,0,28.93,33.8
2024,1,20,22,0,0,29.09,33.77
2024,1,20,22,5,0,29.16,33.77
2024,1,20,22,10,0,29.21,33.8
2024,1,20,22,15,0,29.24,33.78
2024,1,20,22,20,0,29.24,33.74
2024,1,20,22,25,0,29.2,33.74
2024,1,20,22,30,0,29.13,33.78
2024,1,20,22,35,0,29.14,33.81
2024,1,20,22,40,0,29.07,33.78
2024,1,20,22,45,0,28.97,33.77
2024,1,20,22,50,0,28.78,33.7
2024,1,20,22,55,0,28.63,33.52
2024,1,20,23,0,0,28.58,33.41
2024,1,20,23,5,0,28.57,33.39
2024,1,20,23,10,0,28.55,33.28
2024,1,20,23,15,0,28.59,33.27
2024,1,20,23,20,0,28.58,33.29
2024,1,20,23,25,0,28.57,33.32
2024,1,20,23,30,0,28.6,33.3
2024,1,20,23,35,0,28.6,33.3
2024,1,20,23,40,0,28.6,33.29
2024,1,20,23,45,0,28.6,33.26
2024,1,20,23,50,0,28.62,33.25
2024,1,20,23,55,0,28.63,33.26
2024,1,21,0,0,0,28.63,33.28
2024,1,21,0,5,0,28.63,33.27
2024,1,21,0,10,0,28.61,33.27
2024,1,21,0,15,0,28.62,33.26
2024,1,21,0,20,0,28.61,33.26
2024,1,21,0,25,0,28.59,33.29
2024,1,21,0,30,0,28.57,33.29
2024,1,21,0,35,0,28.54,33.33
2024,1,21,0,40,0,28.52,33.34
2024,1,21,0,45,0,28.49,33.34
2024,1,21,0,50,0,28.45,33.37
2024,1,21,0,55,0,28.44,33.37
2024,1,21,1,0,0,28.43,33.39
2024,1,21,1,5,0,28.41,33.41
2024,1,21,1,10,0,28.38,33.37
2024,1,21,1,15,0,28.41,33.35
2024,1,21,1,20,0,28.42,33.35
2024,1,21,1,25,0,28.41,33.36
2024,1,21,1,30,0,28.41,33.23
2024,1,21,1,35,0,28.41,33.25
2024,1,21,1,40,0,28.39,33.3
2024,1,21,1,45,0,28.41,33.21
2024,1,21,1,50,0,28.43,33.23
2024,1,21,1,55,0,28.4,33.1
2024,1,21,2,0,0,28.35,33.34
2024,1,21,2,5,0,28.34,33.33
2024,1,21,2,10,0,28.3,33.37
2024,1,21,2,15,0,28.28,33.33
2024,1,21,2,20,0,28.33,33.33
2024,1,21,2,25,0,28.33,33.39
2024,1,21,2,30,0,28.22,33.46
2024,1,21,2,35,0,28.2,33.21
2024,1,21,2,40,0,28.21,33.33
2024,1,21,2,45,0,28.23,33.29
2024,1,21,2,50,0,28.27,33.22
2024,1,21,2,55,0,28.27,33.17
2024,1,21,3,0,0,28.3,33.12
2024,1,21,3,5,0,28.3,33.21
2024,1,21,3,10,0,28.3,33.27
2024,1,21,3,15,0,28.29,33.25
2024,1,21,3,20,0,28.29,33.19
2024,1,21,3,25,0,28.32,33.08
2024,1,21,3,30,0,28.33,33.07
2024,1,21,3,35,0,28.34,33.29
2024,1,21,3,40,0,28.34,33.23
2024,1,21,3,45,0,28.34,33.16
2024,1,21,3,50,0,28.33,33.23
2024,1,21,3,55,0,28.33,33.31
2024,1,21,4,0,0,28.32,33.17
2024,1,21,4,5,0,28.31,33.11
2024,1,21,4,10,0,28.32,33.25
2024,1,21,4,15,0,28.34,33.35
2024,1,21,4,20,0,28.31,33.22
2024,1,21,4,25,0,28.31,33.41
2024,1,21,4,30,0,28.3,33.41
2024,1,21,4,35,0,28.29,33.41
2024,1,21,4,40,0,28.27,33.46
2024,1,21,4,45,0,28.23,33.53
2024,1,21,4,50,0,28.19,33.47
2024,1,21,4,55,0,28.21,33.41
2024,1,21,5,0,0,28.19,33.39
2024,1,21,5,5,0,28.17,33.4
2024,1,21,5,10,0,28.15,33.38
2024,1,21,5,15,0,28.09,33.44
2024,1,21,5,20,0,28.02,33.51
2024,1,21,5,25,0,27.99,33.53
2024,1,21,5,30,0,27.95,33.52
2024,1,21,5,35,0,27.94,33.47
2024,1,21,5,40,0,27.92,33.47
2024,1,21,5,45,0,27.88,33.51
2024,1,21,5,50,0,27.83,33.35
2024,1,21,5,55,0,27.81,33.4
2024,1,21,6,0,0,27.82,33.44
2024,1,21,6,5,0,27.84,33.35
2024,1,21,6,10,0,27.84,33.38
2024,1,21,6,15,0,27.83,33.44
2024,1,21,6,20,0,27.81,33.48
2024,1,21,6,25,0,27.79,33.53
2024,1,21,6,30,0,27.8,33.48
2024,1,21,6,35,0,27.81,33.49
2024,1,21,6,40,0,27.82,33.54
2024,1,21,6,45,0,27.81,33.57
2024,1,21,6,50,0,27.8,33.6
2024,1,21,6,55,0,27.79,33.1
2024,1,21,7,0,0,27.78,33.67
2024,1,21,7,5,0,27.77,33.68
2024,1,21,7,10,0,27.75,33.69
2024,1,21,7,15,0,27.72,33.67
2024,1,21,7,20,0,27.71,33.7
2024,1,21,7,25,0,27.68,33.76
2024,1,21,7,30,0,27.65,33.76
2024,1,21,7,35,0,27.67,33.79
2024,1,21,7,40,0,27.7,33.8
2024,1,21,7,45,0,27.72,33.73
2024,1,21,7,50,0,27.72,33.76
2024,1,21,7,55,0,27.73,33.79
2024,1,21,8,0,0,27.7,33.78
2024,1,21,8,5,0,27.72,33.79
2024,1,21,8,10,0,27.77,33.85
2024,1,21,8,15,0,27.79,33.89
2024,1,21,8,20,0,27.79,33.89
2024,1,21,8,25,0,27.77,33.89
2024,1,21,8,30,0,27.79,33.9
2024,1,21,8,35,0,27.79,33.93
2024,1,21,8,40,0,27.79,33.92
2024,1,21,8,45,0,27.79,33.89
2024,1,21,8,50,0,27.79,33.92
2024,1,21,8,55,0,27.76,33.9
2024,1,21,9,0,0,27.75,33.88
2024,1,21,9,5,0,27.76,33.87
2024,1,21,9,10,0,27.75,33.86
2024,1,21,9,15,0,27.8,33.87
2024,1,21,9,20,0,27.79,33.84
2024,1,21,9,25,0,27.82,33.85
2024,1,21,9,30,0,27.84,33.83
2024,1,21,9,35,0,27.84,33.84
2024,1,21,9,40,0,27.85,33.87
2024,1,21,9,45,0,27.82,33.84
2024,1,21,9,50,0,27.78,33.81
2024,1,21,9,55,0,27.79,33.81
2024,1,21,10,0,0,27.8,33.81
2024,1,21,10,5,0,27.83,33.62
2024,1,21,10,10,0,27.85,33.85
2024,1,21,10,15,0,27.85,33.86
2024,1,21,10,20,0,27.86,33.83
2024,1,21,10,25,0,27.88,33.87
2024,1,21,10,30,0,27.89,33.88
2024,1,21,10,35,0,27.92,33.88
2024,1,21,10,40,0,27.92,33.89
2024,1,21,10,45,0,27.92,33.89
2024,1,21,10,50,0,27.91,33.93
2024,1,21,10,55,0,27.91,33.95
2024,1,21,11,0,0,27.92,33.97
2024,1,21,11,5,0,27.93,33.96
2024,1,21,11,10,0,27.92,33.98
2024,1,21,11,15,0,27.92,33.98
2024,1,21,11,20,0,27.92,34.02
2024,1,21,11,25,0,27.94,34
2024,1,21,11,30,0,27.93,34.03
2024,1,21,11,35,0,27.89,34.09
2024,1,21,11,40,0,27.95,34.03
2024,1,21,11,45,0,27.96,34.04
2024,1,21,11,50,0,27.97,34.02
2024,1,21,11,55,0,27.98,34.02
2024,1,21,12,0,0,28.01,34.01
2024,1,21,12,5,0,28.03,33.99
2024,1,21,12,10,0,28.04,34.01
2024,1,21,12,15,0,28.05,34
2024,1,21,12,20,0,28.09,34.01
2024,1,21,12,25,0,28.12,34.01
2024,1,21,12,30,0,28.14,34.01
2024,1,21,12,35,0,28.05,34.05
2024,1,21,12,40,0,28.2,34.01
2024,1,21,12,45,0,28.16,34.01
2024,1,21,12,50,0,27.99,34.03
2024,1,21,12,55,0,28.17,34.02
2024,1,21,13,0,0,28.24,34.01
2024,1,21,13,5,0,28.27,34.01
2024,1,21,13,10,0,28.19,33.65
2024,1,21,13,15,0,28.18,33.69
2024,1,21,13,20,0,28.09,33.69
2024,1,21,13,25,0,28.09,33.69
2024,1,21,13,30,0,28.21,33.81
2024,1,21,13,35,0,28.53,33.92
2024,1,21,13,40,0,28.67,33.94
2024,1,21,13,45,0,28.73,33.94
2024,1,21,13,50,0,28.74,33.92
2024,1,21,13,55,0,28.73,33.92
2024,1,21,14,0,0,28.71,33.88
2024,1,21,14,5,0,28.54,33.82
2024,1,21,14,10,0,28.38,33.68
2024,1,21,14,15,0,28.36,33.7
2024,1,21,14,20,0,28.39,33.74
2024,1,21,14,25,0,28.46,33.8
2024,1,21,14,30,0,28.51,33.84
2024,1,21,14,35,0,28.51,33.86
2024,1,21,14,45,0,28.48,33.86
2024,1,21,14,50,0,28.46,33.86
2024,1,21,14,55,0,28.44,33.86
2024,1,21,15,0,0,28.42,33.87
2024,1,21,15,5,0,28.4,33.87
2024,1,21,15,10,0,28.38,33.89
2024,1,21,15,15,0,28.32,33.89
2024,1,21,15,20,0,28.29,33.91
2024,1,21,15,25,0,28.29,33.92
2024,1,21,15,30,0,28.28,33.92
2024,1,21,15,35,0,28.28,33.91
2024,1,21,15,40,0,28.29,33.92
2024,1,21,15,45,0,28.28,33.91
2024,1,21,15,50,0,28.3,33.91
2024,1,21,15,55,0,28.3,33.83
2024,1,21,16,0,0,28.29,33.87
2024,1,21,16,5,0,28.27,33.88
2024,1,21,16,10,0,28.26,33.88
2024,1,21,16,15,0,28.27,33.88
2024,1,21,16,20,0,28.27,33.89
2024,1,21,16,25,0,28.23,33.88
2024,1,21,16,30,0,28.25,33.9
2024,1,21,16,35,0,28.25,33.91
2024,1,21,16,40,0,28.25,33.92
2024,1,21,16,45,0,28.25,33.95
2024,1,21,16,50,0,28.27,33.96
2024,1,21,16,55,0,28.24,33.98
2024,1,21,17,0,0,28.26,34.03
2024,1,21,17,5,0,28.21,34.06
2024,1,21,17,10,0,28.21,34.11
2024,1,21,17,15,0,28.17,34.15
2024,1,21,17,20,0,28.14,34.18
2024,1,21,17,25,0,28.11,34.21
2024,1,21,17,30,0,28.06,34.26
2024,1,21,17,35,0,28.09,34.28
2024,1,21,17,40,0,28.11,34.27
2024,1,21,17,45,0,28.13,34.26
2024,1,21,17,50,0,28.16,34.25
2024,1,21,17,55,0,28.13,34.26
2024,1,21,18,0,0,28.1,34.21
2024,1,21,18,5,0,28.02,34.15
2024,1,21,18,10,0,27.93,34.09
2024,1,21,18,15,0,27.89,34.07
2024,1,21,18,20,0,27.88,34.09
2024,1,21,18,25,0,27.87,34.1
2024,1,21,18,30,0,27.84,34.15
2024,1,21,18,35,0,27.81,34.03
2024,1,21,18,40,0,27.7,33.85
2024,1,21,18,45,0,27.64,33.83
2024,1,21,18,50,0,27.59,33.85
2024,1,21,19,0,0,27.49,33.85
2024,1,21,19,5,0,27.32,33.65
2024,1,21,19,10,0,27.28,33.7
2024,1,21,19,15,0,27.26,33.71
2024,1,21,19,20,0,27.21,33.68
2024,1,21,19,25,0,27.18,33.66
2024,1,21,19,30,0,27.12,33.63
2024,1,21,19,35,0,27.15,33.68
2024,1,21,19,40,0,27.18,33.72
2024,1,21,19,45,0,27.2,33.77
2024,1,21,19,50,0,27.19,33.76
2024,1,21,19,55,0,27.14,33.69
2024,1,21,20,0,0,27.1,33.61
2024,1,21,20,5,0,27.11,33.62
2024,1,21,20,10,0,27.08,33.64
2024,1,21,20,15,0,26.96,33.6
2024,1,21,20,20,0,26.97,33.62
2024,1,21,20,25,0,26.98,33.6
2024,1,21,20,30,0,27,33.62
2024,1,21,20,35,0,26.88,33.55
2024,1,21,20,40,0,26.73,33.47
2024,1,21,20,45,0,26.67,33.45
2024,1,21,20,50,0,26.62,33.45
2024,1,21,20,55,0,26.51,33.42
2024,1,21,21,0,0,26.5,33.46
2024,1,21,21,5,0,26.49,33.47
2024,1,21,21,10,0,26.46,33.47
2024,1,21,21,15,0,26.54,33.54
2024,1,21,21,20,0,26.61,33.57
2024,1,21,21,25,0,26.56,33.63
2024,1,21,21,30,0,26.49,33.66
2024,1,21,21,35,0,26.43,33.69
2024,1,21,21,40,0,26.35,33.73
2024,1,21,21,45,0,26.25,33.72
2024,1,21,21,50,0,26.22,33.73
2024,1,21,21,55,0,26.27,33.75
2024,1,21,22,0,0,26.35,33.76
2024,1,21,22,5,0,26.35,33.75
2024,1,21,22,10,0,26.35,33.77
2024,1,21,22,15,0,26.43,33.85
2024,1,21,22,20,0,26.52,33.96
2024,1,21,22,25,0,26.34,33.86
2024,1,21,22,30,0,26.26,33.83
2024,1,21,22,35,0,26.18,33.8
2024,1,21,22,40,0,26.23,33.82
